Account,Date,Daily_Total_PnL,Classification
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.025529,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.919365,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.51218300000001,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.808312,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.221792,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.66549799999999,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421000000001,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.846227,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,157.228232,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,274.773033,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,53.846609,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,894.564828,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,55.137803,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,238.995461,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,168.92152,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,594.135892,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,102.504343,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,608.885905,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,428.3738,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,589.467131,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,229.609892,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,347.22838,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,124.70498799999999,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,273.211119,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,838.930696,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,1019.55769,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,152.618804,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,1234.2072,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,755.916254,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,3.536668000000001,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,-1416.906536,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,439.634046,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,1291.500575,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,696.8107239999999,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,358.877096,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,932.4458159999999,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,0.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,31.14195,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,436.833818,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,593.326371,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,198.780392,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,287.27875,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,404.813032,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,64.653448,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,59.664989,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,115.824682,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,45.659497,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,20.62415,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,278.142839,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,591.659533,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,408.03639799999996,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,39.91436,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,180.244855,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,168.27053,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,64.59776,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,71.919819,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,-3425.450348,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,557.9358,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,8330.21747,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,494.669357,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,163.73415,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-05,437.35445200000004,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-06,291.46926,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-07,411.824274,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-08,173.811132,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-09,140.953497,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-10,-4026.754395,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-11,0.0,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-12,33.01095,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-13,465.046501,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-14,0.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-16,106.912886,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-17,0.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-18,40.9165,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-19,54.9718,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-20,144.656157,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-21,0.5844,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-22,132.087931,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-23,79.086899,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-24,808.135252,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-25,417.38885700000003,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-26,379.04079,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-27,-133.035992,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-28,-21.766132,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-29,28.499012000000004,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-30,-743.288757,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-31,3.5652170000000005,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,768.351892,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,669.381363,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,149.51234499999998,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,498.73528200000004,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-05,177.049662,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-06,-476.77056300000004,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-07,-19833.530157,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-08,230.103259,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-09,94.077376,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-10,73.76740699999999,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-11,67.00618399999999,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-12,10.499265,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-13,-902.0714839999999,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-14,27.177561,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-15,-48.794434,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-16,8.738942,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-17,-15.688322,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-18,22.793679,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-19,40.803149000000005,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-20,7.707293999999999,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-21,19.956089,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-22,11.839106000000001,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-23,50.899228,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-24,1.023851,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-27,0.265698,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-28,-0.08516699999999999,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-01,16.923621,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-31,-2.5534149999999998,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-01,-0.09906000000000104,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-06,-3.41119,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-08,-710.786946,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-13,-17.60528,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-14,2215.402997,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-15,2137.203852,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-16,1484.528402,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-18,-8.138354999999999,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-20,2626.800865,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-21,-0.15074600000000027,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-22,-260.909686,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-29,31.04129,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-30,59.744873999999996,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-02,16196.864846,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-03,121.535562,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-04,7591.307059,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-05,2069.92634,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-06,-123.870122,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-10,130.883691,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-11,8544.6855,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-12,7639.595794,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-13,1966.9289449999999,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-17,214.770101,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-20,305.55784,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-23,6.476289999999996,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-24,343.63336100000004,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-30,0.19908,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-31,2243.319777,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-10,21980.47249,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-11,-2.454844,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-15,-18.998214,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-17,913.985947,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-18,-33.4413,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-19,11437.823511999999,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-20,1535.55008,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-21,59.672564,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-22,12769.669401000001,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-23,3776.64959,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-24,363.482456,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-25,2167.17715,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-30,159.201612,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-31,14418.18988,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-01,88.50699399999999,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-06,-639.3510530000001,Neutral
